,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
39537,Kafayat,3,Private room,38,6,2.71,44
39538,Laura,1,Entire home/apt,185,0,1.11,185
39540,Charlie,1,Entire home/apt,199,50,0.42,249
39541,Gillian,2,Entire home/apt,175,34,0.62,209
39542,Miriam,3,Private room,60,331,0.48,391
39543,Liza,1,Private room,159,189,0.16,348
39546,Mark,1,Entire home/apt,432,325,3.35,757
39547,Ta56,3,Entire home/apt,66,186,1.36,252
39548,Marisa,1,Private room,80,29,0.71,109
39549,Nuriia,2,Entire home/apt,150,6,1.27,156
39550,Jermaine,2,Entire home/apt,185,48,2.48,233
39551,Darlena,2,Private room,29,66,0.94,95
39553,Alexis,1,Private room,190,89,0.16,279
39554,Monica,3,Private room,42,326,0.5,368
39556,Carlos & Lina,3,Private room,45,54,2.14,99
39557,Arjay,1,Private room,131,0,0.32,131
39559,Jordana,1,Private room,89,0,0.16,89
39562,Mihika,3,Shared room,40,0,0.16,40
39563,William,2,Private room,45,0,1.16,45
39566,Kevin,1,Private room,129,49,4.69,178
39567,Kazuya,3,Private room,33,236,0.7,269
39568,Dustin,3,Entire home/apt,122,73,2.71,195
39569,Kevin,1,Private room,129,59,5.39,188
39570,Miriam,3,Private room,50,341,0.45,391
39571,Avner,1,Entire home/apt,140,354,0.59,494
39573,Avner,1,Entire home/apt,130,365,0.29,495
39574,Cristian,1,Private room,180,126,4.58,306
39575,Cristian,1,Private room,160,73,4.71,233
39576,Cristian,1,Private room,130,114,4.35,244
39577,Alex,1,Entire home/apt,150,345,1.13,495
39579,Patricia,1,Entire home/apt,90,209,0.67,299
39581,Gabriel,1,Private room,199,363,0.61,562
39583,Alessandra,1,Private room,90,0,0.32,90
39584,Yoanna,2,Entire home/apt,444,326,2.49,770
39586,Brent & Kaley,1,Entire home/apt,349,352,1.88,701
39587,Kyle,2,Entire home/apt,195,44,0.31,239
39589,Richard,1,Private room,70,172,0.16,242
39591,Elsie,2,Entire home/apt,150,34,0.47,184
39593,Gabriel,1,Private room,199,365,0.15,564
39594,Brandon,2,Entire home/apt,199,0,0.32,199
39595,Dotan,2,Entire home/apt,120,189,0.16,309
39596,Katie,3,Private room,40,0,0.48,40
39597,Abella,2,Private room,120,269,0.47,389
39598,Carlos,1,Entire home/apt,350,198,5.25,548
39599,Lucky,3,Entire home/apt,94,329,1.32,423
39600,Mario,1,Entire home/apt,185,128,0.99,313
39601,Angeles,1,Entire home/apt,150,0,0.32,150
39602,Joey,1,Entire home/apt,225,68,3.17,293
39603,Noah,1,Private room,120,0,0.32,120
39604,Lucia And Rob,2,Entire home/apt,100,5,0.27,105
39605,Peter,2,Entire home/apt,130,0,0.16,130
39607,Tommy,1,Entire home/apt,140,5,0.65,145
39608,Carolle,1,Private room,89,26,0.16,115
39609,David,3,Private room,40,156,1.0,196
39610,Jill S,1,Entire home/apt,145,163,2.63,308
39611,Luping,1,Entire home/apt,185,295,3.37,480
39612,Emilie,2,Entire home/apt,250,10,0.31,260
39614,Annette,4,Private room,99,318,0.16,417
39615,Maria,1,Private room,120,321,4.67,441
39616,Haru,1,Private room,75,11,2.8,86
39617,Scott,2,Entire home/apt,180,158,0.24,338
39618,Giancarlo,2,Entire home/apt,250,271,2.35,521
39619,Matt,2,Private room,30,220,0.32,250
39620,Ace,2,Entire home/apt,114,68,4.38,182
39621,呈刚,3,Private room,45,0,0.68,45
39622,Julio,3,Private room,100,179,0.46,279
39624,Cesar,4,Private room,34,0,0.29,34
39625,Gina,2,Private room,85,25,0.32,110
39626,Jane,1,Entire home/apt,150,0,0.55,150
39627,Hortense,2,Private room,50,0,0.18,50
39628,Better Home,3,Entire home/apt,75,300,6.19,375
39629,Isaac,3,Private room,70,69,2.43,139
39630,Diana,2,Private room,60,0,0.16,60
39631,Angelina,3,Private room,37,249,0.16,286
39632,Carmen,5,Entire home/apt,135,232,1.76,367
39634,Mike,1,Entire home/apt,300,193,0.78,493
39635,Sonia,1,Private room,65,0,1.7,65
39636,Sedef,2,Entire home/apt,300,0,0.3,300
39637,Melissa,1,Entire home/apt,180,0,0.32,180
39638,Chassity,2,Private room,40,90,2.37,130
39640,A. Nicholas,1,Private room,80,27,5.33,107
39641,Krysia,1,Entire home/apt,160,0,0.16,160
39644,A. Nicholas,1,Private room,80,18,4.26,98
39645,Eric,2,Entire home/apt,110,189,0.16,299
39646,Douglas,1,Entire home/apt,285,44,1.4,329
39647,Malca,3,Private room,49,111,0.95,160
39648,Jessenia,2,Private room,60,20,1.43,80
39649,Silvio,1,Entire home/apt,300,0,0.65,300
39651,Kin,2,Private room,55,174,2.2,229
39652,Martin,1,Entire home/apt,190,115,2.36,305
39654,Jannette,3,Private room,30,0,1.76,30
39655,Jenuine,1,Entire home/apt,195,239,0.62,434
39656,Veronica,5,Entire home/apt,100,296,2.81,396
39657,Amy,2,Entire home/apt,160,49,0.59,209
39658,Dylan,2,Private room,100,325,2.81,425
39659,Tong,1,Entire home/apt,60,0,0.59,60
39661,Alex,2,Private room,65,44,6.67,109
39662,Nicole,2,Private room,50,0,0.46,50
39664,Kevin,1,Entire home/apt,450,158,0.32,608
39665,Ashli,2,Entire home/apt,115,0,0.32,115
39666,Zach,2,Private room,48,59,1.0,107
39667,Marissa,1,Entire home/apt,499,297,2.27,796
39669,Studioplus,1,Entire home/apt,240,304,2.0,544
39670,David,2,Private room,500,89,0.16,589
39671,Zach,2,Private room,48,58,0.48,106
39672,Lennon,1,Private room,80,0,0.48,80
39673,Gopal,2,Private room,109,66,2.53,175
39674,Eliana,1,Private room,52,0,0.79,52
39675,Siyi,2,Entire home/apt,139,134,1.36,273
39677,Siyi,2,Entire home/apt,145,118,2.13,263
39678,JuVita,2,Private room,80,32,1.51,112
39679,Jason,1,Entire home/apt,220,0,0.15,220
39680,Goran,1,Private room,180,341,0.16,521
39682,Sonia,3,Entire home/apt,99,329,9.5,428
39684,Carl,3,Entire home/apt,61,75,4.71,136
39685,Angelica,1,Entire home/apt,180,4,0.56,184
39686,Shared Stay-JFK The Hugh Suite,3,Private room,45,0,2.6,45
39687,Max,1,Entire home/apt,140,122,1.89,262
39688,Vikas,1,Private room,99,24,0.32,123
39689,Terrioma,2,Private room,70,73,0.3,143
39690,Mike,2,Private room,60,133,1.16,193
39692,James,1,Private room,85,357,2.27,442
39693,Chris,1,Entire home/apt,350,275,1.91,625
39694,Jared,2,Private room,31,0,0.34,31
39695,Janna,3,Entire home/apt,190,55,0.16,245
39696,Abdiaziz,1,Entire home/apt,180,85,3.79,265
39697,Dana,2,Entire home/apt,60,234,5.66,294
39698,Silvio,2,Private room,38,0,0.16,38
39699,Eduard,3,Entire home/apt,210,0,0.16,210
39701,Gwen,1,Entire home/apt,350,23,2.59,373
39703,Tk,2,Private room,60,0,0.38,60
39704,Madison,2,Entire home/apt,125,285,0.16,410
39706,Yocasta,1,Entire home/apt,155,123,2.73,278
39707,Leah,2,Private room,45,21,0.32,66
39710,Sahla,3,Entire home/apt,85,14,2.63,99
39711,Mic,1,Entire home/apt,109,9,0.84,118
39712,Eriola,2,Entire home/apt,98,23,0.16,121
39713,Arnaud,1,Entire home/apt,400,0,0.3,400
39714,Joe,1,Entire home/apt,125,230,3.55,355
39715,Kai,1,Entire home/apt,750,249,0.78,999
39716,Samantha,1,Entire home/apt,160,11,0.95,171
39717,Alex,2,Entire home/apt,125,81,0.5,206
39718,Shiniqua,3,Entire home/apt,93,19,3.64,112
39719,Demi,2,Entire home/apt,275,0,0.85,275
39720,Nina,1,Entire home/apt,375,0,0.16,375
39723,Rémy,2,Private room,80,0,0.31,80
39724,Kris,1,Entire home/apt,299,155,1.0,454
39725,Ayzhan,1,Private room,100,82,5.59,182
39726,Litri,1,Private room,90,1,0.77,91
39727,Hanna,2,Private room,55,0,0.65,55
39728,Sophie,1,Entire home/apt,180,166,2.68,346
39729,Andrada And Alex,2,Private room,45,37,4.59,82
39730,A. Nicholas,1,Private room,80,2,0.74,82
39731,Stephane & Mike,1,Entire home/apt,153,274,0.81,427
39733,Tanya,1,Private room,350,0,1.07,350
39734,Alexandra,2,Entire home/apt,125,0,0.16,125
39735,Stephanie,2,Entire home/apt,600,66,0.16,666
39737,Janet,1,Private room,425,180,0.16,605
39738,Maura,2,Entire home/apt,88,34,0.3,122
39739,Saly,3,Private room,65,341,0.59,406
39740,Nan,1,Entire home/apt,420,76,3.02,496
39741,Gabi,1,Entire home/apt,220,9,0.45,229
39746,Colleen,2,Entire home/apt,175,0,0.16,175
39748,Robert,1,Entire home/apt,380,0,1.89,380
39749,Alena,3,Private room,45,5,0.38,50
39750,Li,3,Private room,300,133,0.47,433
39751,Jackson,1,Entire home/apt,443,165,4.92,608
39752,Nicole,1,Private room,50,0,0.47,50
39753,Dor,1,Entire home/apt,116,99,4.57,215
39754,Emily,1,Private room,119,239,5.22,358
39756,Grace,1,Entire home/apt,225,11,2.08,236
39757,Michael,4,Entire home/apt,150,109,4.7,259
39758,Matthew,1,Entire home/apt,179,229,4.77,408
39759,Vincent,3,Entire home/apt,200,0,1.0,200
39760,Christine,2,Private room,60,0,0.48,60
39764,Lorenzo,1,Private room,83,0,0.15,83
39765,Marc,1,Entire home/apt,300,21,1.28,321
39767,Reem,1,Private room,55,3,0.59,58
39768,Charles,2,Private room,30,0,0.15,30
39769,Sonder (NYC),1,Entire home/apt,262,91,1.86,353
39770,Sonder (NYC),1,Entire home/apt,255,81,2.59,336
39771,Sonder (NYC),1,Entire home/apt,245,137,0.94,382
39772,Sonder (NYC),1,Entire home/apt,185,281,1.0,466
39773,Sonder (NYC),1,Entire home/apt,185,332,1.0,517
39774,Sonder (NYC),1,Entire home/apt,252,117,1.19,369
39775,Sonder (NYC),1,Entire home/apt,189,325,0.94,514
39776,Sonder (NYC),1,Entire home/apt,228,111,0.91,339
39777,Sonder (NYC),1,Entire home/apt,240,99,1.06,339
39778,Sonder (NYC),1,Entire home/apt,241,130,1.3,371
39779,Sonder (NYC),1,Entire home/apt,265,83,1.21,348
39780,Sonder (NYC),1,Entire home/apt,263,62,0.99,325
39781,Sonder (NYC),1,Entire home/apt,243,153,1.09,396
39782,Sonder (NYC),1,Entire home/apt,254,159,0.34,413
39783,Irma,3,Private room,35,310,0.76,345
39784,Hadley,2,Private room,45,0,0.49,45
39788,Alessandro,2,Private room,80,280,0.63,360
39789,Megan,1,Entire home/apt,80,0,0.15,80
39790,Yasha,3,Private room,60,51,0.16,111
39791,Šara,2,Entire home/apt,115,16,1.0,131
39792,Sarah,1,Entire home/apt,235,0,1.14,235
39793,Launa,1,Private room,150,0,0.16,150
39794,Nicole,2,Private room,100,6,0.15,106
39796,Oliver,1,Entire home/apt,199,0,1.43,199
39797,Ben,1,Private room,150,7,2.25,157
39798,Rafe,2,Private room,100,0,0.16,100
39799,Sehwan,1,Private room,89,0,0.32,89
39800,Trevor,4,Private room,70,342,0.16,412
39801,Kel,2,Entire home/apt,113,118,2.07,231
39803,Chase,1,Shared room,80,48,2.67,128
39804,Jose,1,Entire home/apt,150,0,0.16,150
39805,Monica,4,Shared room,20,139,0.48,159
39806,Dan,2,Shared room,40,50,0.55,90
39807,Julie,1,Entire home/apt,499,356,2.83,855
39808,Andy,4,Entire home/apt,200,347,5.13,547
39809,Megan,1,Private room,75,0,2.88,75
39810,Andy,4,Entire home/apt,299,322,1.52,621
39814,Alyssa,1,Entire home/apt,1075,365,0.61,1440
39815,Joseph,2,Private room,55,0,0.16,55
39818,LaTasha,2,Entire home/apt,50,26,1.69,76
39824,Alexander,1,Entire home/apt,175,0,0.16,175
39825,Austin,1,Entire home/apt,200,0,0.26,200
39826,Ellen Fannie,1,Entire home/apt,102,0,0.3,102
39827,Jacob,1,Shared room,99,33,1.04,132
39828,Erica,3,Entire home/apt,200,265,3.5,465
39829,Sofia,3,Private room,55,0,0.33,55
39830,Zahava,2,Private room,65,0,0.15,65
39831,Clinton,3,Entire home/apt,140,101,0.48,241
39832,Melysa,2,Entire home/apt,100,1,0.31,101
39833,Lida,1,Entire home/apt,550,14,1.38,564
39834,Marisa,1,Entire home/apt,134,20,5.08,154
39835,Joseph,1,Private room,150,184,4.04,334
39836,Josh,2,Entire home/apt,105,144,3.96,249
39837,Tim,2,Private room,75,47,0.53,122
39838,Candy,1,Entire home/apt,250,244,3.53,494
39839,Ashley,1,Entire home/apt,295,140,0.8,435
39840,Fnu,2,Private room,32,0,0.16,32
39841,Joshua,2,Private room,35,0,0.77,35
39842,Kal,1,Entire home/apt,180,57,3.06,237
39843,Brittney,2,Private room,70,0,0.16,70
39844,Sierra,1,Entire home/apt,130,0,0.63,130
39845,Emmanuel,1,Private room,60,66,5.34,126
39847,Farah,5,Private room,85,305,3.92,390
39848,Chase,1,Shared room,80,52,2.82,132
39849,Chase,1,Shared room,80,22,5.82,102
39850,Ilia,1,Entire home/apt,220,22,1.53,242
39851,Chase,1,Shared room,80,46,3.58,126
39852,Rob,1,Private room,120,66,1.11,186
39853,Alexandra,2,Entire home/apt,200,0,2.3,200
39854,Sharyn,2,Private room,40,93,2.39,133
39855,Evan,2,Private room,60,210,1.0,270
39856,Rosario,4,Private room,80,155,0.6,235
39865,Tiba,1,Entire home/apt,230,282,4.21,512
39867,Phil,1,Private room,99,43,2.54,142
39868,Jose,2,Private room,70,137,2.32,207
39869,Brian,1,Entire home/apt,139,10,0.79,149
39870,Anna,1,Entire home/apt,135,0,0.15,135
39872,Albert,1,Entire home/apt,350,342,0.38,692
39873,Joe,2,Entire home/apt,99,0,0.18,99
39875,Cyn,1,Private room,65,0,0.57,65
39877,Beny & Maria,2,Entire home/apt,450,334,2.79,784
39879,Tee,2,Entire home/apt,120,3,0.6,123
39880,Susan,2,Private room,60,189,0.31,249
39881,Lira,2,Private room,130,0,0.16,130
39882,Diego,2,Entire home/apt,100,0,4.67,100
39883,Katherine,3,Private room,75,256,5.38,331
39884,Jack,2,Entire home/apt,199,129,2.57,328
39885,Chris,1,Entire home/apt,183,294,5.36,477
39886,Kevin,2,Private room,35,100,3.33,135
39887,Satish,2,Shared room,22,0,0.81,22
39888,Massimo,2,Entire home/apt,104,43,4.95,147
39889,Nick,1,Entire home/apt,100,0,0.18,100
39891,KImberly,3,Entire home/apt,150,107,0.78,257
39892,Alyssa,1,Entire home/apt,820,365,1.0,1185
39893,Andrew,1,Private room,69,8,9.29,77
39894,Viktoria,4,Private room,49,0,0.45,49
39895,Sherry,1,Entire home/apt,205,44,3.4,249
39896,Allie,1,Entire home/apt,91,1,0.33,92
39897,MyHomes,3,Private room,90,29,4.09,119
39900,Omri,2,Private room,45,3,0.97,48
39901,Molly,1,Entire home/apt,520,80,1.14,600
39902,Jing,3,Entire home/apt,58,57,2.95,115
39905,Adelle,1,Entire home/apt,130,4,1.76,134
39906,Christina,3,Private room,70,0,0.27,70
39907,Kate,2,Private room,40,0,1.3,40
39908,Ana,1,Private room,399,246,1.57,645
39909,Alex,2,Private room,118,112,0.67,230
39911,Sebastian,2,Private room,37,1,1.25,38
39913,Alex,1,Entire home/apt,370,155,3.02,525
39914,Roberto,4,Entire home/apt,165,310,0.63,475
39915,Alexandra-Katherine,1,Private room,125,165,0.79,290
39917,Max,1,Private room,99,5,1.02,104
39918,Grace,3,Private room,35,0,5.84,35
39919,Anna,2,Entire home/apt,100,0,0.82,100
39920,Andrea,1,Private room,150,72,1.89,222
39921,Jaclyn,2,Entire home/apt,175,9,0.63,184
39922,Mother & Daughter,2,Entire home/apt,75,185,4.26,260
39923,Konni,3,Entire home/apt,85,12,0.56,97
39924,James,1,Private room,100,0,1.69,100
39925,Chafiq,2,Entire home/apt,200,285,2.94,485
39926,Monica,4,Shared room,20,114,0.32,134
39927,Marcela,2,Entire home/apt,155,10,1.0,165
39928,Milan,1,Entire home/apt,400,0,2.73,400
39929,Mainul,3,Entire home/apt,60,50,3.0,110
39930,Scott,1,Entire home/apt,135,141,4.24,276
39934,Javier,3,Entire home/apt,200,0,0.15,200
39935,Dj,2,Private room,140,365,0.63,505
39936,Alan,3,Entire home/apt,120,303,0.43,423
39937,Irwin,1,Entire home/apt,250,233,0.34,483
39938,Tom,2,Private room,90,91,2.34,181
39941,Danica,3,Entire home/apt,200,11,0.5,211
39942,Christina,1,Entire home/apt,200,11,1.43,211
39943,Yao & Rain,1,Private room,55,1,1.76,56
39945,Yao & Rain,1,Private room,55,154,1.09,209
39946,Jerry And Kate,1,Entire home/apt,250,0,1.54,250
39947,Yao & Rain,1,Private room,50,237,1.11,287
39948,Yao & Rain,1,Private room,58,314,0.33,372
39949,Molly,3,Private room,56,12,0.15,68
39950,Yao & Rain,1,Private room,55,299,2.29,354
39951,Nourdine,1,Entire home/apt,160,0,0.16,160
39952,Helene,1,Entire home/apt,149,35,2.43,184
39953,Kafayat,3,Private room,35,3,1.72,38
39954,Oleg,2,Entire home/apt,250,84,1.0,334
39955,Gad,2,Private room,175,89,0.2,264
39956,Andressa,3,Private room,55,3,2.42,58
39957,Nusrat,2,Private room,55,0,0.16,55
39958,David,2,Entire home/apt,100,273,3.16,373
39959,Alex,2,Private room,89,260,1.98,349
39960,Tom,1,Private room,140,39,0.33,179
39961,Pirin,1,Entire home/apt,649,281,2.59,930
39962,Monica,4,Shared room,20,25,0.68,45
39963,Alex,2,Entire home/apt,189,242,0.45,431
39964,Eleanor And Alex,2,Private room,55,28,3.77,83
39966,Trisha,3,Private room,65,0,0.41,65
39967,Souha,1,Private room,89,170,0.95,259
39969,Souha,1,Private room,89,127,2.01,216
39970,Zack,1,Entire home/apt,165,12,0.46,177
39971,Jacob,1,Entire home/apt,142,0,0.45,142
39973,Clara,3,Private room,46,0,0.63,46
39974,Samuel,1,Private room,75,0,0.16,75
39975,Jason,2,Private room,63,47,9.64,110
39976,Jason,2,Private room,75,16,0.32,91
39978,Hudson River Hotel,1,Private room,249,81,2.13,330
39979,Robert,2,Entire home/apt,250,0,0.16,250
39980,Aaron,2,Private room,60,0,0.16,60
39982,Dan,2,Shared room,35,87,0.16,122
39984,Mike,2,Entire home/apt,100,12,1.93,112
39986,Flyn,3,Entire home/apt,65,182,4.4,247
39987,David And Natalia,1,Entire home/apt,399,118,3.44,517
39990,Shari,2,Entire home/apt,120,68,1.0,188
39992,Ara,3,Private room,60,0,1.27,60
39993,Dj,2,Private room,100,365,0.16,465
39994,Armel,1,Private room,125,0,0.3,125
39995,Bobby,1,Private room,90,88,0.94,178
39996,Will,4,Entire home/apt,100,20,2.98,120
39997,Mili,3,Private room,35,85,10.05,120
39998,Paul,2,Private room,75,0,1.42,75
40002,Naftali,1,Private room,28,0,1.05,28
40003,Carolina,1,Private room,85,42,1.67,127
40005,Yamid,3,Private room,50,16,4.73,66
40006,Decidel,3,Entire home/apt,80,313,2.31,393
40007,Yaacov,1,Entire home/apt,350,342,0.34,692
40008,Alexis,1,Private room,295,89,0.76,384
40009,Cathy,2,Entire home/apt,130,261,3.99,391
40010,Laura,2,Private room,80,0,1.48,80
40012,Qing,3,Entire home/apt,79,36,9.03,115
40013,Eugene,3,Entire home/apt,70,4,0.32,74
40014,Anish,1,Entire home/apt,225,90,0.37,315
40015,Robyn,1,Entire home/apt,300,16,2.57,316
40016,Margareth,2,Entire home/apt,83,349,0.81,432
40019,James,1,Entire home/apt,310,7,2.87,317
40020,Hudson River Hotel,1,Private room,209,53,3.28,262
40021,Shama,1,Entire home/apt,247,263,4.26,510
40022,Festus Atu,1,Entire home/apt,300,357,2.98,657
40023,Olabimpe,2,Private room,80,160,1.95,240
40024,Jonathan,1,Private room,99,44,3.09,143
40025,Lakshmee,3,Private room,100,335,13.3,435
40026,Ismail,2,Private room,60,327,1.5,387
40028,Abby,2,Shared room,40,281,0.26,321
40029,Steven,1,Entire home/apt,189,35,1.59,224
40030,Chemme,1,Entire home/apt,300,173,1.06,473
40034,Beverline,4,Entire home/apt,200,80,4.06,280
40035,Jane,3,Private room,44,119,1.55,163
40036,Lakshmee,3,Private room,30,189,15.23,219
40038,John,2,Private room,60,78,3.35,138
40039,Ling,2,Private room,48,169,0.91,217
40040,Gabriel,2,Entire home/apt,350,283,2.0,633
40041,Tega,2,Entire home/apt,90,1,0.18,91
40042,Yemi,3,Private room,35,46,0.47,81
40043,Ale And Tom,2,Entire home/apt,85,237,1.76,322
40044,Kusum&Kannan,1,Entire home/apt,250,0,0.16,250
40045,Shelby,1,Private room,70,0,0.95,70
40046,Mili,3,Private room,35,89,9.08,124
40047,Yana,1,Entire home/apt,160,0,0.39,160
40048,Alona,3,Entire home/apt,93,181,2.45,274
40049,Mili,3,Private room,45,89,11.38,134
40050,Teddy,2,Entire home/apt,249,0,0.98,249
40051,Alyona,1,Private room,150,157,0.67,307
40052,Kelsang,3,Private room,49,0,0.16,49
40053,Andressa,3,Private room,48,0,3.25,48
40055,Anchor,2,Shared room,27,89,0.63,116
40057,Anchor,2,Shared room,35,88,1.97,123
40059,Siji,2,Private room,59,13,4.49,72
40060,Avi,2,Entire home/apt,120,126,0.35,246
40061,Sait,1,Shared room,50,98,5.51,148
40062,Linda,5,Private room,65,362,1.37,427
40064,Mili,3,Entire home/apt,80,150,5.71,230
40065,Olabimpe,2,Private room,65,161,0.95,226
40068,Janna,3,Entire home/apt,85,85,0.42,170
40069,Juliet,1,Entire home/apt,288,87,0.7,375
40070,David,5,Private room,55,363,7.14,418
40071,Hasan,3,Entire home/apt,200,0,0.16,200
40072,Melissa,2,Private room,60,0,0.32,60
40073,April,2,Private room,112,84,5.09,196
40076,Zach Williams,2,Private room,35,20,1.17,55
40077,Victoria,2,Entire home/apt,150,89,7.36,239
40078,Rachel,2,Private room,61,307,0.16,368
40081,Maira,1,Entire home/apt,130,120,1.46,250
40082,Mike,2,Private room,70,63,0.32,133
40083,Serena,2,Private room,55,2,2.57,57
40084,Xi,3,Entire home/apt,200,148,4.86,348
40085,Chad,1,Private room,100,73,3.21,173
40086,Ilsa,2,Entire home/apt,1750,358,1.65,2108
40087,Nick & D.,2,Private room,48,0,0.38,48
40089,Brandi,2,Private room,55,0,0.38,55
40090,Emilie,2,Private room,35,97,5.75,132
40091,Leah,2,Private room,50,318,3.57,368
40092,Olga,1,Entire home/apt,115,116,3.21,231
40093,Joey,1,Entire home/apt,250,10,6.17,260
40094,Maria,2,Private room,60,9,2.46,69
40095,E. Adam,1,Entire home/apt,155,70,3.1,225
40096,Victor,3,Entire home/apt,188,344,0.99,532
40097,Baha,1,Entire home/apt,205,1,0.16,206
40098,Stivan,2,Private room,185,37,2.22,222
40099,Michael,1,Private room,200,365,0.76,565
40100,Kyle,1,Private room,200,0,0.32,200
40101,Laura,2,Entire home/apt,150,0,0.63,150
40103,Matt,1,Entire home/apt,279,0,3.27,279
40104,Lakshmee,3,Shared room,40,346,10.0,386
40105,Phi,2,Entire home/apt,125,57,5.16,182
40106,Reza,1,Private room,100,0,0.22,100
40107,Hugo,2,Entire home/apt,195,136,2.47,331
40108,Kim,1,Private room,120,0,1.43,120
40109,Olabimpe,2,Private room,65,164,2.73,229
40110,Beverline,4,Private room,125,80,1.46,205
40111,Vicky,2,Shared room,45,22,0.6,67
